가맹점구분번호,가맹점주소_세부,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부,가맹점주소
1A011579F7,성수이로  113,뚜레********,베이커리,성수,2012-05-30,,1,성수이로
C41A3932CE,아차산로  144,우영***,백반/가정식,성수,2012-09-05,,0,아차산로
72DBCB6C77,행당로17길  5,행당***,한식-국밥/설렁탕,왕십리,2011-12-06,,0,행당로
AB9E1046C2,행당로3길  18,우리**,청과물,행당,2012-04-24,,0,행당로
B384999F4C,고산자로22길 11,양자*,중식당,마장동,2001-07-21,,0,고산자로
0DBD011FE1,고산자로24길 11,광덕**,축산물,마장동,2002-07-23,,0,고산자로
2E56C71323,고산자로24길 11,동호**,축산물,마장동,2011-01-10,,0,고산자로
CD17D7F552,고산자로24길 11,천안****,축산물,마장동,2024-05-03,,0,고산자로
577F82A787,고산자로24길 16,명가******,축산물,마장동,2013-07-24,,0,고산자로
5E6FE68BF5,고산자로24길 16,초경**,축산물,마장동,2016-04-11,,0,고산자로
310D618597,고산자로24길 17,형우**,축산물,마장동,2011-04-06,,0,고산자로
ED68BA86A3,고산자로24길 6.,우리*****,축산물,마장동,2008-04-02,,0,고산자로
C168E9F433,고산자로24길 6.,장푸*,축산물,마장동,2011-04-06,,0,고산자로
7AE92B81E6,고산자로24길 6.,정선****,축산물,마장동,2013-11-13,,0,고산자로
D04449492B,고산자로24길 6.,고기**,축산물,마장동,2014-10-16,,0,고산자로
9CD4728087,고산자로26길 5.,여우*,한식-육류/고기,마장동,2013-05-20,,0,고산자로
758D61445D,고산자로2길 6-6,야미*,한식-단품요리일반,왕십리,2007-07-13,,0,고산자로
9FF9872DBD,고산자로2길 65.,어거****,치킨,왕십리,2024-04-05,,0,고산자로
4E390D279A,고산자로6길 24.,드소*************,베이커리,왕십리,2016-07-21,,0,고산자로
F852908BF6,고산자로6길 33.,탐라******,한식-육류/고기,왕십리,2016-06-22,,0,고산자로
816828B7F6,고산자로6길 40.,신촌***,한식-국밥/설렁탕,왕십리,2005-01-24,,1,고산자로
28CF1EBDA2,고산자로6길 40.,병천**,한식-국밥/설렁탕,왕십리,2010-02-11,,1,고산자로
0773FAF52A,고산자로6길 40.,전주******,한식-국밥/설렁탕,왕십리,2015-01-05,,1,고산자로
0AD65F48B1,고산자로8길 22.,띵스**,햄버거,왕십리,2024-10-07,,0,고산자로
D63B351295,고산자로8길 26.,동해*,중식당,왕십리,2017-03-27,2025-08-13,0,고산자로
5F641D5F4A,광나루로 320-1.,두루******,한식-해물/생선,뚝섬,2014-09-04,,0,광나루로
2D2C0E00E6,광나루로 320-1.,24**************,한식-국밥/설렁탕,뚝섬,2018-02-20,,1,광나루로
FBE5899725,광나루로11길 19,피자**,피자,뚝섬,2008-01-23,,0,광나루로
46D50AE96B,광나루로11길 39,선희***,백반/가정식,뚝섬,2010-05-28,,0,광나루로
50BD14C2F8,광나루로6길 35.,밀향*,백반/가정식,뚝섬,2011-03-08,,0,광나루로
F9F193955A,광나루로6길 35.,포미*,동남아/인도음식,뚝섬,2017-01-20,,0,광나루로
D59EAA6064,광나루로6길 35.,라성**,일식-덮밥/돈가스,뚝섬,2014-01-02,,0,광나루로
F7D24B9BB0,광나루로6길 49.,부*,백반/가정식,뚝섬,2015-04-15,,0,광나루로
139B280BA1,광나루로8길 11.,꽃잎*,백반/가정식,뚝섬,2020-03-02,,0,광나루로
2F2BBD5117,광나루로8길 12.,아재********,커피전문점,뚝섬,2019-12-27,,0,광나루로
B7E1268177,금호로13길 1-1.,신금***,떡/한과 제조,신금호,2010-08-10,,0,금호로
160DDA26E5,금호로3길 18-44,금옥*,백반/가정식,금남시장,2010-10-07,,0,금호로
6823A37A44,금호로3길 18-44,가보*,한식-단품요리일반,금남시장,2006-07-20,,0,금호로
C605E52DD9,금호산10길 4-9.,금호**,식료품,금남시장,2014-05-19,,0,금호산
79ECEB213D,금호산2길 17-1.,왕코***,백반/가정식,금남시장,2016-06-24,,1,금호산
4E94D459E2,금호산2길 20-1.,원조***,한식-국수/만두,금남시장,2008-05-07,,0,금호산
D1BD109F16,금호산2길 22-1.,맛있***,요리주점,금남시장,2014-12-02,,0,금호산
CC9BA90614,금호산2길 22-6.,수랏*,식료품,금남시장,2016-11-09,,0,금호산
90224EC511,금호산2길 26-1.,뽀빠***,치킨,금남시장,2013-11-13,,0,금호산
9710E13DA5,금호산2길 29-5.,열정**,한식-단품요리일반,금남시장,2022-02-28,,0,금호산
A6BE3DEBC5,독서당로 285-1.,어가***,일식당,금남시장,2004-03-29,,0,독서당로
4BF0C08F5F,독서당로 290-1.,지니*****,카페,금남시장,2015-05-13,,0,독서당로
644FD8375A,독서당로 295-7.,골목**,한식-냉면,금남시장,2012-11-28,,0,독서당로
01B82F195A,독서당로 296-1.,스몰**,호프/맥주,금남시장,2014-05-16,,0,독서당로
A1EFA7F3A4,독서당로 297-1.,신세***,반찬,금남시장,2014-06-13,,0,독서당로
E0A583DB58,독서당로 297-3.,카페***,카페,금남시장,2022-04-05,,0,독서당로
7AFB53D14D,독서당로 298-8.,금호***,한식-해물/생선,금남시장,2007-12-13,,0,독서당로
A1FFD25FC7,독서당로 301-5.,이가***,한식-육류/고기,금남시장,2002-05-13,,0,독서당로
C81BDB335C,독서당로 301-93,고향**,한식-냉면,금남시장,2001-05-21,,0,독서당로
78A451E785,독서당로 303-16,도담***,한식-육류/고기,금남시장,2007-04-26,,0,독서당로
438D6C2A0C,독서당로 303-17,미우*,한식-단품요리일반,금남시장,2011-03-31,,0,독서당로
65E5572C9F,독서당로 303-3.,장군*******,한식-해물/생선,금남시장,2016-11-29,,0,독서당로
ED9B54E9A4,독서당로 303-4.,금호***,건강원,금남시장,2021-11-02,,0,독서당로
8D2F0E9170,독서당로 303-9.,희동**,한식-단품요리일반,금남시장,2015-06-15,,0,독서당로
249C65ED4B,독서당로 315-4.,느*,호프/맥주,금남시장,2019-11-05,,0,독서당로
6E8A1269CE,독서당로 325-1.,정드****,반찬,금남시장,2011-04-21,,0,독서당로
713EF07634,독서당로60길 5.,처갓*****,치킨,금남시장,2005-05-10,,1,독서당로
56637B5CFF,독서당로62길 4.,응봉*******,한식-육류/고기,금남시장,2016-02-01,,0,독서당로
A05282EFE7,동호로5길 131 .,서울********,식료품,옥수,2016-09-12,,0,동호로
70F032FFD5,뚝섬로3길 11-5.,로드*************,커피전문점,방배역,2022-10-27,,0,뚝섬로
5B4D253AB9,뚝섬로9길 13-1.,모먼********,양식,미아사거리,2024-02-05,,0,뚝섬로
ACC89DAC44,마장로31가길 5.,대호**,축산물,마장동,2014-03-17,,0,마장로
2A46B78747,마장로31가길 5.,대호**,축산물,마장동,2014-05-07,,0,마장로
7ACE2E4135,마장로31길 11-1,우리**,축산물,마장동,2009-05-15,,0,마장로
5E86C12B37,마장로31나길 14,제일**,축산물,마장동,2002-11-05,,0,마장로
F830EFEDC5,마장로31나길 7.,은성***,축산물,마장동,2009-01-23,,0,마장로
B6D9ACF9C9,마장로35길 42-3,호수****,축산물,마장동,2014-10-14,,0,마장로
C8748625BA,마장로35나길 40,궁마*,한식-육류/고기,마장동,2000-04-11,,0,마장로
C83DB3B632,마장로35나길 9.,화랑**,축산물,마장동,2008-04-03,,0,마장로
281D5B3CBD,마장로35다길 10,부흥***,축산물,마장동,2012-10-25,,0,마장로
07D4C06897,마장로35다길 12,하*,축산물,마장동,2012-12-14,,0,마장로
20B5CCDB99,마장로35다길 18,동철**,축산물,마장동,2016-09-29,,0,마장로
825CCFE2CE,마장로35다길 7.,팔팔******,축산물,마장동,2012-10-05,,0,마장로
FA56138C48,마장로35다길 8.,두두**,축산물,마장동,2016-10-28,,0,마장로
84C2CF5A0F,마장로37길 37-1,진덕**,축산물,마장동,2011-04-07,,0,마장로
4F2296203F,마장로37길 51-1,현대**,축산물,마장동,2020-07-03,,0,마장로
AFFE78AA17,마장로37길 53-9,사랑**,축산물,마장동,2016-10-06,,0,마장로
0866C50DAD,마장로39가길 23,장수**,축산물,마장동,2008-05-02,,0,마장로
BD59CF16DF,마조로1가길 13.,on****,호프/맥주,한양대,2010-10-14,,0,마조로
6A2D56434E,마조로1가길 14.,도담**,치킨,한양대,2016-05-09,2023-09-11,1,마조로
FDC922ABCE,마조로1가길 17.,라*,카페,한양대,2015-04-09,,0,마조로
36D30C9B49,마조로3가길 19.,왕가**,한식-육류/고기,한양대,2004-04-09,,0,마조로
CA5F53A33F,마조로3가길 25.,왕십***,백반/가정식,한양대,2024-04-24,,0,마조로
C1259FB5AB,마조로3가길 25.,니캉**,한식-육류/고기,한양대,2008-11-18,,0,마조로
520511D96C,마조로3가길 27.,서울***,한식-육류/고기,한양대,2007-02-27,,0,마조로
3C9076A1D4,마조로5길 4-10.,쇼*,이자카야,한양대,2008-06-26,,0,마조로
9DB801DF04,마조로5길 4-11.,삼팔****,포장마차,한양대,2009-06-02,,0,마조로
6A6C827737,마조로5길 4-16.,오투***,요리주점,한양대,2011-03-15,,0,마조로
5F6C91EC8E,마조로5길 4-16.,별이*******,한식-단품요리일반,한양대,2012-10-16,,0,마조로
76B71D3DF0,무학로2길 42-1.,껍데**,한식-육류/고기,왕십리,2013-07-08,,0,무학로
5FC828374B,무학봉15가길 7.,한마***,한식-육류/고기,왕십리,2011-04-18,,0,무학봉
B94F386154,무학봉15길 11-1,장수***,건강원,왕십리,2008-08-13,,0,무학봉
2716FFD10A,상원12길 20-14.,소울*************************,커피전문점,뚝섬,2017-11-20,,0,상원
06A87DAA45,서울숲2길 46-9.,푸르******,카페,뚝섬,2019-08-23,,0,서울숲
DDCEC53100,서울숲2길 46-9.,푸르****,한식-육류/고기,뚝섬,2013-06-03,,0,서울숲
42334BE576,서울숲4길 20-1.,베로******,양식,풍산지구,2023-01-17,,0,서울숲
149A2FAFF2,서울숲4길 22-1.,페이***,양식,뚝섬,2011-10-04,,0,서울숲
2B0A1A657D,서울숲4길 22-7.,언와**********,일식당,뚝섬,2022-01-07,,0,서울숲
DE28615258,성덕정15길 6-9.,서울**,한식-육류/고기,성수,2014-01-13,,0,성덕정
9B88CEAD32,성덕정17길 3-1.,곱씹****,한식-단품요리일반,성수,2016-01-05,,0,성덕정
0F62D2C2CF,성덕정17길 4-1.,우돈**,한식-육류/고기,성수,2008-04-11,,0,성덕정
94F3CA422B,성덕정17길 8-1.,성수**,백반/가정식,성수,2018-07-06,,0,성덕정
9AC64E44C1,성덕정길 146-1.,삼미**,백반/가정식,성수,2016-04-12,,0,성덕정길
B2781768EE,성수동2가 328-7,앙골******,카페,성수,2018-04-16,,0,성수동
F1B5E625FC,성수이로 32-24.,투다****,꼬치구이,성수,2009-02-18,,1,성수이로
C9F99AA41B,성수이로 36-10.,청수***,백반/가정식,성수,2009-10-19,,0,성수이로
AA8C19329D,성수이로10길 14,수*,중식당,성수,2015-10-02,,0,성수이로
77E24452D3,성수이로10길 8.,우곤**,일식-덮밥/돈가스,성수,2014-09-29,,0,성수이로
2C8DAA2BF9,성수이로14길 5.,메조******************,카페,성수,2022-11-25,,0,성수이로
7403ED5B56,성수이로16길 25,경수**,백반/가정식,성수,2001-06-27,,0,성수이로
0E15C8A398,성수이로22길 31,리*,한식-단품요리일반,성수,2013-10-28,,0,성수이로
1E745D32BC,성수이로7길 27.,장*,중식당,성수,2014-02-21,,0,성수이로
727D65C942,성수이로7길 27.,파리**********,베이커리,성수,2010-11-11,,1,성수이로
63F465C28C,성수이로7길 27.,이야******,백반/가정식,성수,2015-06-01,,0,성수이로
41E88640AD,성수일로 80-17.,대도*,한식-육류/고기,성수,2018-04-25,,0,성수일로
47AACE684D,성수일로11길 11,봉짬*,중식당,뚝섬,2014-05-15,,0,성수일로
8BA83008CB,성수일로11길 8.,주식******,커피전문점,뚝섬,2016-11-04,,0,성수일로
51949561E0,성수일로12길 20,충남**,백반/가정식,성수,2006-02-23,,0,성수일로
BD1918BD51,성수일로12길 20,또*,백반/가정식,성수,2010-12-30,,0,성수일로
1E49E0A26C,성수일로12길 33,성수****,한식-육류/고기,성수,2007-04-23,,0,성수일로
07C53B9164,성수일로4길 25.,브라***,주류,성수,2011-01-19,,0,성수일로
CA43DFDEA8,성수일로4길 25.,롸카********,햄버거,성수,2021-10-14,,0,성수일로
29421280E6,성수일로4길 25.,서울********,일식-덮밥/돈가스,성수,2010-04-19,,1,성수일로
40FF885FCA,성수일로4길 33.,잇프*************,농산물,성수,2020-11-11,,0,성수일로
75296C3F60,성수일로4길 45.,원빈**********,카페,성수,2013-07-25,,0,성수일로
ED55416BF9,성수일로4길 45.,파케**,식료품,성수,2022-10-17,,0,성수일로
874FCFE46F,성수일로4길 48.,성닭*,한식-육류/고기,성수,2019-09-17,,0,성수일로
F12D55091A,성수일로8길 37.,골드*******************,카페,성수,2024-12-20,,0,성수일로
B169AE01FF,성수일로8길 40.,일루**,백반/가정식,성수,2008-05-14,,0,성수일로
397AF59B8B,성수일로8길 47.,크레***********,양식,성수,2015-12-01,,0,성수일로
30CACD815B,성수일로8길 47.,축산***,축산물,성수,2019-04-08,,0,성수일로
434F31D9B6,성수일로8길 53.,맛보*,한식-육류/고기,성수,2005-03-16,,0,성수일로
BDCFBDEA2B,성수일로8길 53.,위풍*******,한식-육류/고기,성수,2015-08-10,,0,성수일로
A5655985BD,성수일로8길 60.,풍조**,백반/가정식,성수,2022-06-30,,0,성수일로
28616F2CED,아차산로11길 11,성수*,중식당,성수,2004-05-11,,0,아차산로
5019B0EA07,아차산로11길 11,행운**,백반/가정식,성수,2006-07-24,,0,아차산로
D8669EE2FB,아차산로11길 26,우리**,식료품,성수,2014-03-11,,0,아차산로
BF8F8AFC4B,아차산로13길 37,쉭앤******************,카페,성수,2009-09-04,,0,아차산로
05FEB1D6F5,아차산로13길 37,민물*,한식-해물/생선,성수,2006-05-15,,0,아차산로
3C470EF2B3,아차산로7길 16.,정참*,일식-참치회,성수,2014-02-05,,0,아차산로
394824E6A3,아차산로7길 28.,만복****,농산물,성수,2012-05-18,,0,아차산로
45F19425EF,아차산로7길 29.,카페***,카페,성수,2014-08-26,,0,아차산로
0EE4BD7D7A,아차산로7길 36.,오*,카페,성수,2017-08-24,2025-08-01,0,아차산로
F2E74AE874,아차산로7길 42.,리슨***,베이커리,성수,2016-10-19,,0,아차산로
039869F9F9,연무장3길 9-14.,오마************,일식당,성수,2023-01-16,,0,연무장
E006ED6B32,연무장5가길 22.,구시******,백반/가정식,성수,2014-07-04,,0,연무장
65D2C9E1E4,연무장5가길 25.,해밀******,분식,성수,2006-12-05,,0,연무장
3AB4FC1262,연무장5길 9-16.,미아**,샌드위치/토스트,성수,2016-05-10,,0,연무장
FAF7EF36E4,연무장9길 10-1.,페스**,호프/맥주,성수,1991-10-08,,0,연무장
9A64F9D3E4,연무장길 39-13.,타코***,양식,성수,2020-07-27,,0,연무장길
8722E9522F,연무장길 39-15.,오카*,일식-덮밥/돈가스,성수,2018-06-27,,0,연무장길
FC9A5609D6,연무장길 39-21.,대낚**,한식-단품요리일반,성수,2020-09-23,,0,연무장길
AA108C530C,왕십리로 107-1.,두남******,포장마차,뚝섬,2013-08-22,,0,왕십리로
DCF5AF5EC7,왕십리로 221-5.,포싸**,한식-단품요리일반,한양대,2015-12-09,,0,왕십리로
3E2F41A5CB,왕십리로 223-1.,한양***,한식-단품요리일반,한양대,2015-05-13,,0,왕십리로
3BD38FB889,왕십리로 294-2.,오소*,한식-국수/만두,왕십리,2024-11-06,,0,왕십리로
C46428C39E,왕십리로 350-1.,하늘****,농산물,왕십리,2016-08-23,,0,왕십리로
A0F7C57228,왕십리로10길 11,성수***,한식-해물/생선,뚝섬,2004-06-03,,0,왕십리로
149775709C,왕십리로14길 20,또또***,한식-육류/고기,뚝섬,2008-01-22,,0,왕십리로
31366725DB,왕십리로14길 38,조양***,한식-육류/고기,뚝섬,2008-08-01,,0,왕십리로
0C71B9E39A,왕십리로14길 8.,성수*****,한식-찌개/전골,뚝섬,2024-06-28,,0,왕십리로
CF932F2737,왕십리로20길 13,어사***,백반/가정식,왕십리,2011-11-02,,0,왕십리로
A2974AB3F0,왕십리로21길 17,광명***,축산물,왕십리,2002-09-03,,0,왕십리로
CACFB96D47,왕십리로21길 17,넝쿨**,한식-단품요리일반,왕십리,2016-02-25,,0,왕십리로
E727308CF3,왕십리로21길 20,행당****,떡/한과 제조,왕십리,2011-06-15,,0,왕십리로
5C527FA137,왕십리로21길 9.,호랑*****,치킨,왕십리,2014-12-01,,0,왕십리로
50D6E3DB76,왕십리로22길 3.,미스********,일식당,왕십리,2013-03-15,,0,왕십리로
F717AC887A,왕십리로22길 3.,애리***,한식-육류/고기,왕십리,2013-06-14,,0,왕십리로
C6A7D1B09B,왕십리로24길 19,카페**,카페,왕십리,2007-09-03,,0,왕십리로
EC999BD128,왕십리로24길 5.,노리*,한식-단품요리일반,왕십리,2015-07-17,,0,왕십리로
1FF980E1D6,왕십리로24길 8.,주*,요리주점,왕십리,2014-09-15,,0,왕십리로
34573ADA88,왕십리로26길 30,오복**,식료품,왕십리,2000-10-12,,0,왕십리로
CD0A4EA5E0,왕십리로26길 6.,만대**,한식-육류/고기,왕십리,2022-06-07,,0,왕십리로
1B4D60A004,왕십리로28길 12,만물**,식료품,왕십리,2016-07-29,,0,왕십리로
424ABA9D67,왕십리로4길 24.,젠틀*****,커피전문점,뚝섬,2020-01-14,,0,왕십리로
5A5B5CC478,왕십리로6길 11.,파머***,카페,뚝섬,2015-10-30,,0,왕십리로
2791AFFA12,왕십리로8길 13.,룰라******,호프/맥주,뚝섬,2010-10-11,,0,왕십리로
9853358A8C,용답중앙13길 16,놀부**,치킨,답십리,2007-01-05,,0,용답중앙
B258F812BE,용답중앙13길 18,참치**,일식당,답십리,2000-11-17,,0,용답중앙
DE5FF7193C,용답중앙13길 9.,용답****,꼬치구이,답십리,2014-11-14,,0,용답중앙
4118B90D6E,용답중앙15길 1.,홍두***,백반/가정식,답십리,2014-04-23,,0,용답중앙
49C5A0B4DF,용답중앙15길 12,신마*********,한식-육류/고기,답십리,1998-11-11,,1,용답중앙
2EA62B1198,용답중앙15길 13,유가***************,한식-단품요리일반,답십리,2008-07-21,,0,용답중앙
CEF5C00333,용답중앙15길 5.,해원**,한식-해물/생선,답십리,2007-04-26,,0,용답중앙
A5FE1B0CC9,용답중앙15길 7.,응답******,한식-단품요리일반,답십리,2005-08-19,,0,용답중앙
383948C8CC,용답중앙15길 9.,초밥****,일식당,답십리,2015-09-03,,0,용답중앙
4C54436E59,용답중앙25길 1.,맹꽁*,한식-단품요리일반,답십리,2017-01-02,,0,용답중앙
508830F630,용답중앙길 80-1,코너***,축산물,답십리,2000-08-05,,0,용답중앙길
4C89EB1228,한림말1길 16-1.,치킨*******,치킨,옥수,2010-05-24,,1,한림말
6138A3EEB7,행당로13길 2-1.,아*,요리주점,행당,2019-08-13,,0,행당로
1676AF58A8,행당로1길 21-6.,산마****,한식-육류/고기,행당,2004-11-04,,0,행당로
40213576B3,금호로 15,중앙********,식료품,금남시장,2020-11-10,,0,금호로
38537E4B84,금호로 17,써니****,분식,금남시장,2018-01-15,,0,금호로
1389DE67CE,금호로 17,프롬**************,카페,금남시장,2022-11-24,,1,금호로
71DF397AB0,금호로 17,하루******,일식당,금남시장,2024-05-24,,0,금호로
9AD3FE4011,금호로 17,아이************,아이스크림/빙수,금남시장,2021-04-13,,0,금호로
3D7F3820C1,금호로 17,삼백****,한식-국밥/설렁탕,금남시장,2021-06-16,,1,금호로
10BD656C9F,금호로 40,깐부*******,치킨,금남시장,2021-01-22,,1,금호로
4CE2C74657,금호로 40,연*,일식당,금남시장,2024-09-02,,0,금호로
32A19D6A82,금호로 40,뚜레***********,베이커리,금남시장,2018-06-22,,1,금호로
FF73833F70,금호로 40,하*,베이커리,금남시장,2023-01-20,,0,금호로
7163461E10,금호로 40,가*,한식-육류/고기,금남시장,2022-11-16,,0,금호로
FB5D8197BC,금호로 40,마이********,아이스크림/빙수,금남시장,2024-04-23,,0,금호로
56E1D6E430,금호로 45,정은**,한식-육류/고기,금남시장,2017-08-28,,0,금호로
259AFDA5D8,금호로 47,잭슨******,피자,금남시장,2021-04-16,,0,금호로
8098CCE4CA,금호로 56,여일**,축산물,금남시장,2023-08-03,,0,금호로
291A30DB5B,금호로 58,둘둘**********,치킨,금남시장,2023-10-19,,1,금호로
D749124593,금호로 58,코끼******,카페,금남시장,2022-12-20,,0,금호로
BEF8CE3173,금호로 60,주연*******,한식-찌개/전골,금남시장,2024-07-15,,0,금호로
2910BEDA4D,금호로 60,비올**,한식-단품요리일반,금남시장,2018-07-06,,0,금호로
6BC713A140,금호로 64,불닭*********************,분식,금남시장,2022-11-18,,1,금호로
C241964DED,금호로 66,미남*,식품 제조,금남시장,2017-07-20,,0,금호로
055544325C,금호로 67,라 ******,베이커리,금남시장,2024-06-11,,0,금호로
D5FAEB61B0,금호로 82,위윌*******************,커피전문점,금남시장,2024-08-22,,0,금호로
E4E4B45D06,금호로 84,카페***,카페,금남시장,2020-02-07,2025-07-15,0,금호로
384FAF740C,금호로 84,벌스*********************,카페,금남시장,2024-08-20,,0,금호로
24D8120756,금호로 86,수니********************,한식-육류/고기,금남시장,2024-06-28,,0,금호로
D19DEE1724,금호로 86,한강****,룸살롱/단란주점,금남시장,2024-04-01,,0,금호로
21348D6015,금호로 94,렉*,카페,금남시장,2021-09-30,,0,금호로
4467413444,난계로 32,쌤*,백반/가정식,난계로,2024-06-28,,0,난계로
7AB74628EA,난계로 32,육대*****,백반/가정식,난계로,2024-08-13,,1,난계로
5C18E06E09,난계로 35,아이***********,식료품,난계로,2024-07-08,,0,난계로
1ACDF59A1A,난계로 35,파리*********,베이커리,난계로,2024-06-13,,1,난계로
3A52550A64,난계로 35,신의**********,한식-육류/고기,난계로,2020-08-25,,1,난계로
360DDB462A,난계로 61,키친****,일식당,난계로,2018-10-24,,0,난계로
0BE8ACB0EC,난계로 81,도미********,피자,난계로,2023-03-24,,1,난계로
360B6BCFC1,동일로 41,교촌*******,치킨,동일로,2021-08-10,,1,동일로
085F6E716F,동일로 41,그레**,커피전문점,동일로,2023-08-18,,0,동일로
8F61B3A0B2,동일로 75,세이*************,식료품,동일로,2021-07-02,,0,동일로
E93EA380D7,동일로 75,야심********,떡/한과,동일로,2022-12-19,,0,동일로
DFD306A663,동호로 21,김밥***,분식,옥수,2019-05-14,,1,동호로
03C7EBD774,동호로 21,와이**,식료품,옥수,2022-02-25,,0,동호로
50A2E31DF5,둘레1길 2,해리****************,카페,성수,2021-07-28,,0,둘레
3227432B79,마조로 11,옵션*,양식,한양대,2023-07-21,,0,마조로
1EC6CCBA67,마조로 11,마포***,한식-단품요리일반,한양대,2024-07-02,,0,마조로
1A8C2D30CA,마조로 14,부엉********,한식-단품요리일반,한양대,2023-03-13,,0,마조로
F259ACF16D,마조로 17,한양***,분식,한양대,2024-10-31,,0,마조로
E2988D5E24,마조로 17,만물**,식료품,한양대,2019-05-13,,0,마조로
A89BEC57A0,마조로 17,티아*********************************,커피전문점,한양대,2019-03-12,,0,마조로
E62416CC62,마조로 17,싸움********,백반/가정식,한양대,2019-03-06,,1,마조로
23D471DB19,마조로 17,칠칠********,한식-육류/고기,한양대,2020-02-21,,1,마조로
2E4C72C286,마조로 17,고품*******,한식-육류/고기,한양대,2022-07-15,,0,마조로
51CD26A022,마조로 17,20*********,한식-육류/고기,한양대,2024-05-09,,0,마조로
442C98A349,마조로 17,카모*******,한식-단품요리일반,한양대,2019-05-02,,1,마조로
209ED3E24F,마조로 17,브로***********,한식-단품요리일반,한양대,2020-10-16,,0,마조로
ED1607CD38,마조로 17,깡우*,한식-단품요리일반,한양대,2021-03-05,,0,마조로
5A4AFCC360,마조로 20,분9********,백반/가정식,한양대,2023-09-07,,0,마조로
CB2F55FC97,마조로 21,서울***,한식-육류/고기,한양대,2022-09-19,,0,마조로
406403403D,마조로 21,프레**************,한식-단품요리일반,한양대,2023-11-21,,0,마조로
E3B9A9EE3A,마조로 22,월드********,담배,한양대,2023-07-14,,0,마조로
2FC958A309,마조로 22,슬로********,양식,한양대,2024-04-25,,0,마조로
8ACBECB172,마조로 24,이삭********,샌드위치/토스트,한양대,2022-02-21,,1,마조로
AEA94BDAF5,마조로 24,샐러******,한식-단품요리일반,한양대,2021-10-25,,1,마조로
4972FC2750,마조로 25,수지**,요리주점,한양대,2018-09-20,,0,마조로
86263312C9,마조로 25,파머********,샌드위치/토스트,한양대,2024-11-07,,0,마조로
6C7874EB50,마조로 25,베스********,아이스크림/빙수,한양대,2020-07-13,,1,마조로
8E3B9888E3,마조로 27,맨스****,커피전문점,한양대,2020-07-13,,0,마조로
4B5922FA5E,마조로 27,램플*********,백반/가정식,한양대,2024-10-30,,1,마조로
2DCC4A585C,마조로 27,계경*********,한식-단품요리일반,한양대,2019-05-23,,1,마조로
AD4AB01B65,마조로 29,백소******,일식당,한양대,2022-06-30,,0,마조로
DCF7BBE73E,마조로 30,두끼*****,분식,한양대,2023-10-11,,1,마조로
89E10906CA,마조로 30,한골*****,중식당,한양대,2023-02-27,,0,마조로
01DB89157C,마조로 30,프랭********,햄버거,한양대,2022-01-17,,0,마조로
CEC2707AF8,마조로 30,컴포**********,커피전문점,한양대,2023-11-01,,1,마조로
BD50B5B681,마조로 30,행복*********,한식-단품요리일반,한양대,2023-02-28,,0,마조로
D9A857451B,마조로 31,더클**,양식,한양대,2024-10-29,,0,마조로
92615FFF8B,마조로 32,호치******,치킨,한양대,2019-04-22,,1,마조로
B2097EA52F,마조로 33,호호**,백반/가정식,한양대,2024-08-05,,0,마조로
30D877AA68,마조로 35,틈새*******,분식,한양대,2021-08-05,,1,마조로
1581AAB9F5,마조로 42,한대****,식료품,한양대,2023-11-07,,0,마조로
7DFEFACC2E,마조로 43,긴자********,일식당,한양대,2024-05-07,,0,마조로
5D9E5F8645,마조로 47,텐페***************,카페,한양대,2021-11-17,,0,마조로
7D693A219F,마조로 55,꽃자*,농산물,한양대,2023-12-29,,0,마조로
54DB8CEB48,마조로 58,코지**************,베이커리,한양대,2024-09-12,,0,마조로
CC35AA9223,마조로 59,네네******,치킨,한양대,2024-03-15,,1,마조로
DCC50120CB,마조로 59,쓰리**************,식료품,한양대,2021-04-21,,0,마조로
9AA2D092B7,마조로 59,아이**********,아이스크림/빙수,한양대,2022-06-14,,0,마조로
892B53ACE9,마조로 61,술이********,백반/가정식,한양대,2021-06-10,,0,마조로
3CBD6CE416,마조로 67,요커***********,카페,한양대,2024-02-19,,0,마조로
4EBEB61964,매봉길 20,스시*********,일식당,옥수,2020-09-03,,0,매봉길
8C3A8E3FD0,매봉길 20,라구***,베이커리,옥수,2022-05-25,,0,매봉길
30623F3257,매봉길 30,카페****,카페,옥수,2018-01-25,,0,매봉길
F65588F354,매봉길 48,벨기***,베이커리,옥수,2021-01-19,,0,매봉길
41B1FC479A,매봉길 50,오트**,카페,옥수,2021-09-28,,0,매봉길
A23C892A48,매봉길 50,농수**,수산물,옥수,2021-09-28,,0,매봉길
6D5D9F5BBD,매봉길 50,알뜰**,식료품,옥수,2018-06-25,,0,매봉길
23B2C0A1ED,매봉길 50,아*,중식당,옥수,2021-09-17,,0,매봉길
27BA4A6AFF,매봉길 50,스페*****,한식-육류/고기,옥수,2024-09-09,,0,매봉길
FEC2FCF4DA,무학로 22,이디***********,커피전문점,왕십리,2019-11-26,,1,무학로
7EB27EF0B4,무학로 26,화수*****,베이커리,왕십리,2017-07-06,,0,무학로
767D03BC73,무학로 33,모모**,분식,왕십리,2019-01-04,,0,무학로
DA16B2905C,무학로 33,식물****,분식,왕십리,2022-03-07,,0,무학로
D4AD2AD30A,무학로 33,코끼****,분식,왕십리,2024-06-13,,0,무학로
81C425F47D,무학로 33,쉘리*****,카페,왕십리,2023-09-18,,0,무학로
