가맹점구분번호,가맹점주소,가맹점명,업종,상권,개설일,폐업일,프랜차이즈여부
A7D92FCCC6,성덕정15길 12.,꾸이******,한식-단품요리일반,성수,2021-06-25,,0
5F8D82CC87,성덕정15길 6-5,미정****,한식-해물/생선,성수,2008-02-04,,0
01F74A3D59,성덕정17길 8-1,영계*******,치킨,성수,2016-12-01,,0
151654BA1D,성덕정17길 8-1,조개*,한식-해물/생선,성수,2013-12-26,,0
A6EA097570,성덕정19길 17.,아이**,요리주점,성수,2009-09-03,,0
5B86E12858,성덕정길 135-1,미경**,백반/가정식,성수,2011-02-28,,0
56BE624635,성덕정길 47-1.,찬찬*,한식-단품요리일반,성수,2015-04-24,,0
88E4663BB3,성덕정길 48-1.,달라***,한식-단품요리일반,성수,2013-07-03,,0
51546F4B94,성수이로 32-5.,연탄***,한식-육류/고기,성수,2013-09-06,,0
81E3DAF03B,성수이로 32-7.,크래*****,한식-단품요리일반,성수,2016-08-05,2025-08-11,0
52FFF088FE,성수이로3길 19,어랑**,한식-해물/생선,성수,2005-03-29,,0
9D343EC3C4,성수이로3길 21,태상**,식품 제조,성수,2008-03-14,,0
81A9553F88,성수이로5길 1.,굴*,카페,성수,2019-02-27,,0
F18AEC23C8,성수이로7길 1.,성수**,일식-초밥/롤,성수,2015-08-25,,0
134895DA5B,성수일로 11-2.,키베***,베이커리,성수,2018-03-19,,0
BAE4DBE504,성수일로 59-1.,성수******,한식-육류/고기,뚝섬,2010-03-03,,0
FCBC6ED9BA,성수일로3길 2.,마이*********,샌드위치/토스트,성수,2022-04-26,,0
5C6A6CA90A,성수일로4길 2.,유월*,한식-육류/고기,성수,2024-06-26,,0
EB1FBD0949,성수일로8길 5.,용이*,분식,성수,2015-02-17,,0
456FAA8479,성수일로8길 5.,화*,한식-육류/고기,성수,2016-05-03,,0
84840BD483,성수일로8길 5.,두찜******,한식-육류/고기,성수,2023-11-21,,1
3CD5747A9B,성수일로8길 5.,데일****,샌드위치/토스트,성수,2022-06-20,,0
7634BB5C6E,아차산로 100 .,제일***,한식-단품요리일반,성수,2024-10-11,,0
A88840BB81,아차산로13길 6,서산**,한식뷔페,성수,1999-06-22,,0
3751A3FD2E,아차산로7길 19,태양*,중식당,성수,2000-01-31,,0
ADF92BAABD,아차산로7길 4.,권식**,한식-육류/고기,성수,2015-10-30,,0
6624D7D635,아차산로7길 41,아름**,식료품,성수,2007-09-21,,0
B3CE00A387,아차산로7길 8.,몽땅***,한식-육류/고기,성수,2013-06-12,,1
FDD6335CBC,연무장15길 11.,카페***,카페,화양시장,2019-10-11,,0
566804A508,연무장15길 11.,정든**,백반/가정식,화양시장,2022-02-14,,0
DE2C6A8F93,연무장3길 5-1.,찌마**,이자카야,성수,2019-02-20,,0
B897002DD3,연무장5가길 7.,나이*******,햄버거,성수,2021-10-06,,0
31F3C37515,연무장5가길 7.,송여*****,한식-찌개/전골,성수,2018-08-24,,0
0FDB111E34,연무장5가길 7.,빅쭌****,한식-단품요리일반,성수,2023-11-23,,0
96BE5D7758,연무장7가길 5.,메종****,한식-육류/고기,성수,2014-09-16,,0
1F9B203919,연무장길 39-25,루*,양식,성수,2014-12-26,,0
F3F835C942,왕십리로 134 .,청죽***,백반/가정식,뚝섬,2000-05-12,,0
C59F032CAC,왕십리로 223-1,밸런***,샌드위치/토스트,한양대,2009-04-21,,1
ED968D5FD1,왕십리로 275-1,할리********,커피전문점,왕십리,2015-11-25,,1
BB82FCB163,왕십리로 291-2,볼카***,호프/맥주,왕십리,2005-12-02,,0
7D998A4E45,왕십리로 291-2,가요**,일반 유흥주점,왕십리,2009-08-06,,0
3DB47F6D25,왕십리로 296-1,학다*,카페,왕십리,2011-07-29,,0
51469424CB,왕십리로 357 .,공차**********,차,왕십리,2020-07-29,,1
17B4A44FAF,왕십리로 375-1,개미**,백반/가정식,왕십리,2015-11-19,,0
E411010CB1,왕십리로 410 .,진이*******,반찬,왕십리,2023-03-29,,1
49E147A359,왕십리로 410 .,부자**,떡/한과 제조,왕십리,2017-01-10,,0
81F1EA7323,왕십리로 80-1.,성수***,한식-국밥/설렁탕,뚝섬,2014-10-17,,1
292FD26A79,왕십리로21길 6,김밥**,분식,왕십리,2007-07-11,,1
00A2CF886A,왕십리로22길 6,별*,일반 유흥주점,왕십리,2016-02-29,,0
3AE0B97C20,왕십리로24길 5,소*,한식-육류/고기,왕십리,2008-10-13,,0
305E16DCD0,왕십리로28길 5,양자*,중식당,왕십리,2008-10-14,,0
EED0404EC2,왕십리로30길 8,자연*****,농산물,왕십리,2016-05-04,,0
4996910EA9,왕십리로5길 19,송범**,백반/가정식,뚝섬,2005-11-23,,0
9608F27C4D,왕십리로6길 2.,일월***,한식-단품요리일반,뚝섬,2021-06-09,,0
0080644746,왕십리로8길 4.,샵아**,요리주점,뚝섬,2015-05-15,,1
57D0C5916A,왕십리로8길 5.,미테**,양식,뚝섬,2016-09-09,,0
C22B08730F,왕십리로8길 5.,서울****,호프/맥주,뚝섬,2023-01-13,,0
1C4665B740,왕십리로8길 7.,더블**********,한식-육류/고기,뚝섬,2016-09-22,,0
1A185BC72B,용답19가길 23.,집밥***,한식-해물/생선,답십리,2019-11-19,,0
B30333D048,용답19길 10-2.,할루***,치킨,답십리,2010-10-18,,0
DE85469897,용답29길 15-1.,쪽선*,한식-육류/고기,답십리,2016-02-18,,0
4BB1D5083E,용답중앙15길 2,사거***,청과물,답십리,2007-06-26,,0
1B554AAC24,용답중앙길 55.,서박*****,한식-냉면,답십리,2015-12-01,,0
1CB111F32B,용답중앙길 69.,서울**,농산물,답십리,2016-08-01,,0
3466CE84BF,용답중앙길 92.,찜사***,한식-해물/생선,답십리,2015-01-02,,0
06EB542919,한림말1길 15-2,민들***,떡/한과 제조,옥수,2010-03-12,,0
884843D6AE,행당로17길 22.,찬란********,한식-해물/생선,왕십리,2021-11-30,,0
FB709A768C,행당로17길 26.,남매***,꼬치구이,왕십리,2016-01-11,,0
8D93FA8AF3,행당로6길 97 .,파리********,베이커리,행당,2016-09-22,,1
B5D809A744,마조로 9,남도***,한식-국밥/설렁탕,한양대,2019-04-15,,0
E2718B6445,장터길 9,로이*,양식,금남시장,2017-10-11,,0
FA8BCD6DDD,행당로 2,트리***********,커피전문점,신금호,2023-02-08,,0
F0CE500A65,행당로 6,알고*****,양식,신금호,2024-12-13,,0
2EDD8317FA,행당로 6,우림*****,한식-육류/고기,신금호,2019-09-11,,0
EDFFBFE90B,고산자로  284,맘마*,도시락,왕십리,2012-07-13,,1
53987F6D47,고산자로  290,마장****,한식-육류/고기,왕십리,1999-09-27,,0
8F5D58EB68,고산자로  300,레이*************,한식-단품요리일반,왕십리,2012-03-06,,0
DF916D9BA2,금호로13길  3,이모*,백반/가정식,신금호,2012-05-17,,0
5A4B697AE7,금호산2길  19,바다******,한식-해물/생선,금남시장,2012-07-27,,1
DE5727B21A,무수막14길  7,커피*,식료품,신금호,2012-06-14,,0
64DD526761,무학로2길  44,꼬치*****,이자카야,왕십리,2012-09-05,,0
1A011579F7,성수이로  113,뚜레********,베이커리,성수,2012-05-30,,1
C41A3932CE,아차산로  144,우영***,백반/가정식,성수,2012-09-05,,0
72DBCB6C77,행당로17길  5,행당***,한식-국밥/설렁탕,왕십리,2011-12-06,,0
AB9E1046C2,행당로3길  18,우리**,청과물,행당,2012-04-24,,0
B384999F4C,고산자로22길 11,양자*,중식당,마장동,2001-07-21,,0
0DBD011FE1,고산자로24길 11,광덕**,축산물,마장동,2002-07-23,,0
2E56C71323,고산자로24길 11,동호**,축산물,마장동,2011-01-10,,0
CD17D7F552,고산자로24길 11,천안****,축산물,마장동,2024-05-03,,0
577F82A787,고산자로24길 16,명가******,축산물,마장동,2013-07-24,,0
5E6FE68BF5,고산자로24길 16,초경**,축산물,마장동,2016-04-11,,0
310D618597,고산자로24길 17,형우**,축산물,마장동,2011-04-06,,0
ED68BA86A3,고산자로24길 6.,우리*****,축산물,마장동,2008-04-02,,0
C168E9F433,고산자로24길 6.,장푸*,축산물,마장동,2011-04-06,,0
7AE92B81E6,고산자로24길 6.,정선****,축산물,마장동,2013-11-13,,0
D04449492B,고산자로24길 6.,고기**,축산물,마장동,2014-10-16,,0
9CD4728087,고산자로26길 5.,여우*,한식-육류/고기,마장동,2013-05-20,,0
758D61445D,고산자로2길 6-6,야미*,한식-단품요리일반,왕십리,2007-07-13,,0
9FF9872DBD,고산자로2길 65.,어거****,치킨,왕십리,2024-04-05,,0
4E390D279A,고산자로6길 24.,드소*************,베이커리,왕십리,2016-07-21,,0
F852908BF6,고산자로6길 33.,탐라******,한식-육류/고기,왕십리,2016-06-22,,0
816828B7F6,고산자로6길 40.,신촌***,한식-국밥/설렁탕,왕십리,2005-01-24,,1
28CF1EBDA2,고산자로6길 40.,병천**,한식-국밥/설렁탕,왕십리,2010-02-11,,1
0773FAF52A,고산자로6길 40.,전주******,한식-국밥/설렁탕,왕십리,2015-01-05,,1
0AD65F48B1,고산자로8길 22.,띵스**,햄버거,왕십리,2024-10-07,,0
D63B351295,고산자로8길 26.,동해*,중식당,왕십리,2017-03-27,2025-08-13,0
5F641D5F4A,광나루로 320-1.,두루******,한식-해물/생선,뚝섬,2014-09-04,,0
2D2C0E00E6,광나루로 320-1.,24**************,한식-국밥/설렁탕,뚝섬,2018-02-20,,1
FBE5899725,광나루로11길 19,피자**,피자,뚝섬,2008-01-23,,0
46D50AE96B,광나루로11길 39,선희***,백반/가정식,뚝섬,2010-05-28,,0
50BD14C2F8,광나루로6길 35.,밀향*,백반/가정식,뚝섬,2011-03-08,,0
F9F193955A,광나루로6길 35.,포미*,동남아/인도음식,뚝섬,2017-01-20,,0
D59EAA6064,광나루로6길 35.,라성**,일식-덮밥/돈가스,뚝섬,2014-01-02,,0
F7D24B9BB0,광나루로6길 49.,부*,백반/가정식,뚝섬,2015-04-15,,0
139B280BA1,광나루로8길 11.,꽃잎*,백반/가정식,뚝섬,2020-03-02,,0
2F2BBD5117,광나루로8길 12.,아재********,커피전문점,뚝섬,2019-12-27,,0
B7E1268177,금호로13길 1-1.,신금***,떡/한과 제조,신금호,2010-08-10,,0
160DDA26E5,금호로3길 18-44,금옥*,백반/가정식,금남시장,2010-10-07,,0
6823A37A44,금호로3길 18-44,가보*,한식-단품요리일반,금남시장,2006-07-20,,0
C605E52DD9,금호산10길 4-9.,금호**,식료품,금남시장,2014-05-19,,0
79ECEB213D,금호산2길 17-1.,왕코***,백반/가정식,금남시장,2016-06-24,,1
4E94D459E2,금호산2길 20-1.,원조***,한식-국수/만두,금남시장,2008-05-07,,0
D1BD109F16,금호산2길 22-1.,맛있***,요리주점,금남시장,2014-12-02,,0
CC9BA90614,금호산2길 22-6.,수랏*,식료품,금남시장,2016-11-09,,0
90224EC511,금호산2길 26-1.,뽀빠***,치킨,금남시장,2013-11-13,,0
9710E13DA5,금호산2길 29-5.,열정**,한식-단품요리일반,금남시장,2022-02-28,,0
A6BE3DEBC5,독서당로 285-1.,어가***,일식당,금남시장,2004-03-29,,0
4BF0C08F5F,독서당로 290-1.,지니*****,카페,금남시장,2015-05-13,,0
644FD8375A,독서당로 295-7.,골목**,한식-냉면,금남시장,2012-11-28,,0
01B82F195A,독서당로 296-1.,스몰**,호프/맥주,금남시장,2014-05-16,,0
A1EFA7F3A4,독서당로 297-1.,신세***,반찬,금남시장,2014-06-13,,0
E0A583DB58,독서당로 297-3.,카페***,카페,금남시장,2022-04-05,,0
7AFB53D14D,독서당로 298-8.,금호***,한식-해물/생선,금남시장,2007-12-13,,0
A1FFD25FC7,독서당로 301-5.,이가***,한식-육류/고기,금남시장,2002-05-13,,0
C81BDB335C,독서당로 301-93,고향**,한식-냉면,금남시장,2001-05-21,,0
78A451E785,독서당로 303-16,도담***,한식-육류/고기,금남시장,2007-04-26,,0
438D6C2A0C,독서당로 303-17,미우*,한식-단품요리일반,금남시장,2011-03-31,,0
65E5572C9F,독서당로 303-3.,장군*******,한식-해물/생선,금남시장,2016-11-29,,0
ED9B54E9A4,독서당로 303-4.,금호***,건강원,금남시장,2021-11-02,,0
8D2F0E9170,독서당로 303-9.,희동**,한식-단품요리일반,금남시장,2015-06-15,,0
249C65ED4B,독서당로 315-4.,느*,호프/맥주,금남시장,2019-11-05,,0
6E8A1269CE,독서당로 325-1.,정드****,반찬,금남시장,2011-04-21,,0
713EF07634,독서당로60길 5.,처갓*****,치킨,금남시장,2005-05-10,,1
56637B5CFF,독서당로62길 4.,응봉*******,한식-육류/고기,금남시장,2016-02-01,,0
A05282EFE7,동호로5길 131 .,서울********,식료품,옥수,2016-09-12,,0
70F032FFD5,뚝섬로3길 11-5.,로드*************,커피전문점,방배역,2022-10-27,,0
5B4D253AB9,뚝섬로9길 13-1.,모먼********,양식,미아사거리,2024-02-05,,0
ACC89DAC44,마장로31가길 5.,대호**,축산물,마장동,2014-03-17,,0
2A46B78747,마장로31가길 5.,대호**,축산물,마장동,2014-05-07,,0
7ACE2E4135,마장로31길 11-1,우리**,축산물,마장동,2009-05-15,,0
5E86C12B37,마장로31나길 14,제일**,축산물,마장동,2002-11-05,,0
F830EFEDC5,마장로31나길 7.,은성***,축산물,마장동,2009-01-23,,0
B6D9ACF9C9,마장로35길 42-3,호수****,축산물,마장동,2014-10-14,,0
C8748625BA,마장로35나길 40,궁마*,한식-육류/고기,마장동,2000-04-11,,0
C83DB3B632,마장로35나길 9.,화랑**,축산물,마장동,2008-04-03,,0
281D5B3CBD,마장로35다길 10,부흥***,축산물,마장동,2012-10-25,,0
07D4C06897,마장로35다길 12,하*,축산물,마장동,2012-12-14,,0
20B5CCDB99,마장로35다길 18,동철**,축산물,마장동,2016-09-29,,0
825CCFE2CE,마장로35다길 7.,팔팔******,축산물,마장동,2012-10-05,,0
FA56138C48,마장로35다길 8.,두두**,축산물,마장동,2016-10-28,,0
84C2CF5A0F,마장로37길 37-1,진덕**,축산물,마장동,2011-04-07,,0
4F2296203F,마장로37길 51-1,현대**,축산물,마장동,2020-07-03,,0
AFFE78AA17,마장로37길 53-9,사랑**,축산물,마장동,2016-10-06,,0
0866C50DAD,마장로39가길 23,장수**,축산물,마장동,2008-05-02,,0
BD59CF16DF,마조로1가길 13.,on****,호프/맥주,한양대,2010-10-14,,0
6A2D56434E,마조로1가길 14.,도담**,치킨,한양대,2016-05-09,2023-09-11,1
FDC922ABCE,마조로1가길 17.,라*,카페,한양대,2015-04-09,,0
36D30C9B49,마조로3가길 19.,왕가**,한식-육류/고기,한양대,2004-04-09,,0
CA5F53A33F,마조로3가길 25.,왕십***,백반/가정식,한양대,2024-04-24,,0
C1259FB5AB,마조로3가길 25.,니캉**,한식-육류/고기,한양대,2008-11-18,,0
520511D96C,마조로3가길 27.,서울***,한식-육류/고기,한양대,2007-02-27,,0
3C9076A1D4,마조로5길 4-10.,쇼*,이자카야,한양대,2008-06-26,,0
9DB801DF04,마조로5길 4-11.,삼팔****,포장마차,한양대,2009-06-02,,0
6A6C827737,마조로5길 4-16.,오투***,요리주점,한양대,2011-03-15,,0
5F6C91EC8E,마조로5길 4-16.,별이*******,한식-단품요리일반,한양대,2012-10-16,,0
76B71D3DF0,무학로2길 42-1.,껍데**,한식-육류/고기,왕십리,2013-07-08,,0
5FC828374B,무학봉15가길 7.,한마***,한식-육류/고기,왕십리,2011-04-18,,0
B94F386154,무학봉15길 11-1,장수***,건강원,왕십리,2008-08-13,,0
2716FFD10A,상원12길 20-14.,소울*************************,커피전문점,뚝섬,2017-11-20,,0
06A87DAA45,서울숲2길 46-9.,푸르******,카페,뚝섬,2019-08-23,,0
DDCEC53100,서울숲2길 46-9.,푸르****,한식-육류/고기,뚝섬,2013-06-03,,0
42334BE576,서울숲4길 20-1.,베로******,양식,풍산지구,2023-01-17,,0
149A2FAFF2,서울숲4길 22-1.,페이***,양식,뚝섬,2011-10-04,,0
2B0A1A657D,서울숲4길 22-7.,언와**********,일식당,뚝섬,2022-01-07,,0
DE28615258,성덕정15길 6-9.,서울**,한식-육류/고기,성수,2014-01-13,,0
9B88CEAD32,성덕정17길 3-1.,곱씹****,한식-단품요리일반,성수,2016-01-05,,0
0F62D2C2CF,성덕정17길 4-1.,우돈**,한식-육류/고기,성수,2008-04-11,,0
94F3CA422B,성덕정17길 8-1.,성수**,백반/가정식,성수,2018-07-06,,0
9AC64E44C1,성덕정길 146-1.,삼미**,백반/가정식,성수,2016-04-12,,0
B2781768EE,성수동2가 328-7,앙골******,카페,성수,2018-04-16,,0
F1B5E625FC,성수이로 32-24.,투다****,꼬치구이,성수,2009-02-18,,1
C9F99AA41B,성수이로 36-10.,청수***,백반/가정식,성수,2009-10-19,,0
AA8C19329D,성수이로10길 14,수*,중식당,성수,2015-10-02,,0
77E24452D3,성수이로10길 8.,우곤**,일식-덮밥/돈가스,성수,2014-09-29,,0
2C8DAA2BF9,성수이로14길 5.,메조******************,카페,성수,2022-11-25,,0
7403ED5B56,성수이로16길 25,경수**,백반/가정식,성수,2001-06-27,,0
0E15C8A398,성수이로22길 31,리*,한식-단품요리일반,성수,2013-10-28,,0
1E745D32BC,성수이로7길 27.,장*,중식당,성수,2014-02-21,,0
727D65C942,성수이로7길 27.,파리**********,베이커리,성수,2010-11-11,,1
63F465C28C,성수이로7길 27.,이야******,백반/가정식,성수,2015-06-01,,0
41E88640AD,성수일로 80-17.,대도*,한식-육류/고기,성수,2018-04-25,,0
47AACE684D,성수일로11길 11,봉짬*,중식당,뚝섬,2014-05-15,,0
8BA83008CB,성수일로11길 8.,주식******,커피전문점,뚝섬,2016-11-04,,0
51949561E0,성수일로12길 20,충남**,백반/가정식,성수,2006-02-23,,0
BD1918BD51,성수일로12길 20,또*,백반/가정식,성수,2010-12-30,,0
1E49E0A26C,성수일로12길 33,성수****,한식-육류/고기,성수,2007-04-23,,0
07C53B9164,성수일로4길 25.,브라***,주류,성수,2011-01-19,,0
CA43DFDEA8,성수일로4길 25.,롸카********,햄버거,성수,2021-10-14,,0
29421280E6,성수일로4길 25.,서울********,일식-덮밥/돈가스,성수,2010-04-19,,1
40FF885FCA,성수일로4길 33.,잇프*************,농산물,성수,2020-11-11,,0
75296C3F60,성수일로4길 45.,원빈**********,카페,성수,2013-07-25,,0
ED55416BF9,성수일로4길 45.,파케**,식료품,성수,2022-10-17,,0
874FCFE46F,성수일로4길 48.,성닭*,한식-육류/고기,성수,2019-09-17,,0
F12D55091A,성수일로8길 37.,골드*******************,카페,성수,2024-12-20,,0
B169AE01FF,성수일로8길 40.,일루**,백반/가정식,성수,2008-05-14,,0
397AF59B8B,성수일로8길 47.,크레***********,양식,성수,2015-12-01,,0
30CACD815B,성수일로8길 47.,축산***,축산물,성수,2019-04-08,,0
434F31D9B6,성수일로8길 53.,맛보*,한식-육류/고기,성수,2005-03-16,,0
BDCFBDEA2B,성수일로8길 53.,위풍*******,한식-육류/고기,성수,2015-08-10,,0
A5655985BD,성수일로8길 60.,풍조**,백반/가정식,성수,2022-06-30,,0
28616F2CED,아차산로11길 11,성수*,중식당,성수,2004-05-11,,0
5019B0EA07,아차산로11길 11,행운**,백반/가정식,성수,2006-07-24,,0
D8669EE2FB,아차산로11길 26,우리**,식료품,성수,2014-03-11,,0
BF8F8AFC4B,아차산로13길 37,쉭앤******************,카페,성수,2009-09-04,,0
05FEB1D6F5,아차산로13길 37,민물*,한식-해물/생선,성수,2006-05-15,,0
3C470EF2B3,아차산로7길 16.,정참*,일식-참치회,성수,2014-02-05,,0
394824E6A3,아차산로7길 28.,만복****,농산물,성수,2012-05-18,,0
45F19425EF,아차산로7길 29.,카페***,카페,성수,2014-08-26,,0
0EE4BD7D7A,아차산로7길 36.,오*,카페,성수,2017-08-24,2025-08-01,0
F2E74AE874,아차산로7길 42.,리슨***,베이커리,성수,2016-10-19,,0
039869F9F9,연무장3길 9-14.,오마************,일식당,성수,2023-01-16,,0
E006ED6B32,연무장5가길 22.,구시******,백반/가정식,성수,2014-07-04,,0
65D2C9E1E4,연무장5가길 25.,해밀******,분식,성수,2006-12-05,,0
3AB4FC1262,연무장5길 9-16.,미아**,샌드위치/토스트,성수,2016-05-10,,0
FAF7EF36E4,연무장9길 10-1.,페스**,호프/맥주,성수,1991-10-08,,0
9A64F9D3E4,연무장길 39-13.,타코***,양식,성수,2020-07-27,,0
8722E9522F,연무장길 39-15.,오카*,일식-덮밥/돈가스,성수,2018-06-27,,0
FC9A5609D6,연무장길 39-21.,대낚**,한식-단품요리일반,성수,2020-09-23,,0
AA108C530C,왕십리로 107-1.,두남******,포장마차,뚝섬,2013-08-22,,0
DCF5AF5EC7,왕십리로 221-5.,포싸**,한식-단품요리일반,한양대,2015-12-09,,0
3E2F41A5CB,왕십리로 223-1.,한양***,한식-단품요리일반,한양대,2015-05-13,,0
3BD38FB889,왕십리로 294-2.,오소*,한식-국수/만두,왕십리,2024-11-06,,0
C46428C39E,왕십리로 350-1.,하늘****,농산물,왕십리,2016-08-23,,0
A0F7C57228,왕십리로10길 11,성수***,한식-해물/생선,뚝섬,2004-06-03,,0
149775709C,왕십리로14길 20,또또***,한식-육류/고기,뚝섬,2008-01-22,,0
31366725DB,왕십리로14길 38,조양***,한식-육류/고기,뚝섬,2008-08-01,,0
0C71B9E39A,왕십리로14길 8.,성수*****,한식-찌개/전골,뚝섬,2024-06-28,,0
CF932F2737,왕십리로20길 13,어사***,백반/가정식,왕십리,2011-11-02,,0
A2974AB3F0,왕십리로21길 17,광명***,축산물,왕십리,2002-09-03,,0
CACFB96D47,왕십리로21길 17,넝쿨**,한식-단품요리일반,왕십리,2016-02-25,,0
E727308CF3,왕십리로21길 20,행당****,떡/한과 제조,왕십리,2011-06-15,,0
5C527FA137,왕십리로21길 9.,호랑*****,치킨,왕십리,2014-12-01,,0
50D6E3DB76,왕십리로22길 3.,미스********,일식당,왕십리,2013-03-15,,0
F717AC887A,왕십리로22길 3.,애리***,한식-육류/고기,왕십리,2013-06-14,,0
C6A7D1B09B,왕십리로24길 19,카페**,카페,왕십리,2007-09-03,,0
EC999BD128,왕십리로24길 5.,노리*,한식-단품요리일반,왕십리,2015-07-17,,0
1FF980E1D6,왕십리로24길 8.,주*,요리주점,왕십리,2014-09-15,,0
34573ADA88,왕십리로26길 30,오복**,식료품,왕십리,2000-10-12,,0
CD0A4EA5E0,왕십리로26길 6.,만대**,한식-육류/고기,왕십리,2022-06-07,,0
1B4D60A004,왕십리로28길 12,만물**,식료품,왕십리,2016-07-29,,0
424ABA9D67,왕십리로4길 24.,젠틀*****,커피전문점,뚝섬,2020-01-14,,0
5A5B5CC478,왕십리로6길 11.,파머***,카페,뚝섬,2015-10-30,,0
2791AFFA12,왕십리로8길 13.,룰라******,호프/맥주,뚝섬,2010-10-11,,0
9853358A8C,용답중앙13길 16,놀부**,치킨,답십리,2007-01-05,,0
B258F812BE,용답중앙13길 18,참치**,일식당,답십리,2000-11-17,,0
DE5FF7193C,용답중앙13길 9.,용답****,꼬치구이,답십리,2014-11-14,,0
4118B90D6E,용답중앙15길 1.,홍두***,백반/가정식,답십리,2014-04-23,,0
49C5A0B4DF,용답중앙15길 12,신마*********,한식-육류/고기,답십리,1998-11-11,,1
2EA62B1198,용답중앙15길 13,유가***************,한식-단품요리일반,답십리,2008-07-21,,0
CEF5C00333,용답중앙15길 5.,해원**,한식-해물/생선,답십리,2007-04-26,,0
A5FE1B0CC9,용답중앙15길 7.,응답******,한식-단품요리일반,답십리,2005-08-19,,0
383948C8CC,용답중앙15길 9.,초밥****,일식당,답십리,2015-09-03,,0
4C54436E59,용답중앙25길 1.,맹꽁*,한식-단품요리일반,답십리,2017-01-02,,0
508830F630,용답중앙길 80-1,코너***,축산물,답십리,2000-08-05,,0
4C89EB1228,한림말1길 16-1.,치킨*******,치킨,옥수,2010-05-24,,1
6138A3EEB7,행당로13길 2-1.,아*,요리주점,행당,2019-08-13,,0
1676AF58A8,행당로1길 21-6.,산마****,한식-육류/고기,행당,2004-11-04,,0
40213576B3,금호로 15,중앙********,식료품,금남시장,2020-11-10,,0
38537E4B84,금호로 17,써니****,분식,금남시장,2018-01-15,,0
1389DE67CE,금호로 17,프롬**************,카페,금남시장,2022-11-24,,1
71DF397AB0,금호로 17,하루******,일식당,금남시장,2024-05-24,,0
9AD3FE4011,금호로 17,아이************,아이스크림/빙수,금남시장,2021-04-13,,0
3D7F3820C1,금호로 17,삼백****,한식-국밥/설렁탕,금남시장,2021-06-16,,1
10BD656C9F,금호로 40,깐부*******,치킨,금남시장,2021-01-22,,1
4CE2C74657,금호로 40,연*,일식당,금남시장,2024-09-02,,0
32A19D6A82,금호로 40,뚜레***********,베이커리,금남시장,2018-06-22,,1
FF73833F70,금호로 40,하*,베이커리,금남시장,2023-01-20,,0
7163461E10,금호로 40,가*,한식-육류/고기,금남시장,2022-11-16,,0
FB5D8197BC,금호로 40,마이********,아이스크림/빙수,금남시장,2024-04-23,,0
56E1D6E430,금호로 45,정은**,한식-육류/고기,금남시장,2017-08-28,,0
259AFDA5D8,금호로 47,잭슨******,피자,금남시장,2021-04-16,,0
8098CCE4CA,금호로 56,여일**,축산물,금남시장,2023-08-03,,0
291A30DB5B,금호로 58,둘둘**********,치킨,금남시장,2023-10-19,,1
D749124593,금호로 58,코끼******,카페,금남시장,2022-12-20,,0
BEF8CE3173,금호로 60,주연*******,한식-찌개/전골,금남시장,2024-07-15,,0
2910BEDA4D,금호로 60,비올**,한식-단품요리일반,금남시장,2018-07-06,,0
6BC713A140,금호로 64,불닭*********************,분식,금남시장,2022-11-18,,1
C241964DED,금호로 66,미남*,식품 제조,금남시장,2017-07-20,,0
055544325C,금호로 67,라 ******,베이커리,금남시장,2024-06-11,,0
D5FAEB61B0,금호로 82,위윌*******************,커피전문점,금남시장,2024-08-22,,0
E4E4B45D06,금호로 84,카페***,카페,금남시장,2020-02-07,2025-07-15,0
384FAF740C,금호로 84,벌스*********************,카페,금남시장,2024-08-20,,0
24D8120756,금호로 86,수니********************,한식-육류/고기,금남시장,2024-06-28,,0
D19DEE1724,금호로 86,한강****,룸살롱/단란주점,금남시장,2024-04-01,,0
21348D6015,금호로 94,렉*,카페,금남시장,2021-09-30,,0
4467413444,난계로 32,쌤*,백반/가정식,난계로,2024-06-28,,0
7AB74628EA,난계로 32,육대*****,백반/가정식,난계로,2024-08-13,,1
5C18E06E09,난계로 35,아이***********,식료품,난계로,2024-07-08,,0
1ACDF59A1A,난계로 35,파리*********,베이커리,난계로,2024-06-13,,1
3A52550A64,난계로 35,신의**********,한식-육류/고기,난계로,2020-08-25,,1
360DDB462A,난계로 61,키친****,일식당,난계로,2018-10-24,,0
0BE8ACB0EC,난계로 81,도미********,피자,난계로,2023-03-24,,1
360B6BCFC1,동일로 41,교촌*******,치킨,동일로,2021-08-10,,1
085F6E716F,동일로 41,그레**,커피전문점,동일로,2023-08-18,,0
8F61B3A0B2,동일로 75,세이*************,식료품,동일로,2021-07-02,,0
E93EA380D7,동일로 75,야심********,떡/한과,동일로,2022-12-19,,0
DFD306A663,동호로 21,김밥***,분식,옥수,2019-05-14,,1
03C7EBD774,동호로 21,와이**,식료품,옥수,2022-02-25,,0
50A2E31DF5,둘레1길 2,해리****************,카페,성수,2021-07-28,,0
3227432B79,마조로 11,옵션*,양식,한양대,2023-07-21,,0
1EC6CCBA67,마조로 11,마포***,한식-단품요리일반,한양대,2024-07-02,,0
1A8C2D30CA,마조로 14,부엉********,한식-단품요리일반,한양대,2023-03-13,,0
F259ACF16D,마조로 17,한양***,분식,한양대,2024-10-31,,0
E2988D5E24,마조로 17,만물**,식료품,한양대,2019-05-13,,0
A89BEC57A0,마조로 17,티아*********************************,커피전문점,한양대,2019-03-12,,0
E62416CC62,마조로 17,싸움********,백반/가정식,한양대,2019-03-06,,1
