가맹점구분번호,가맹점명,상권,가맹점주소,가맹점주소_세부,업종,프랜차이즈여부,개설일,폐업일,대분류,25년기준_운영개월수,영업기간_구간
AE9397E158,맛자*,마장동,마장로,마장로29길 54,분식,0,2009-11-13,,식사_그룹_2,189,4. 장기/쇠퇴기
9869644D22,우성**,마장동,마장로,마장로31길 40,축산물,0,2006-09-22,,비외식소매,227,4. 장기/쇠퇴기
4636AC6E2B,토박***,마장동,마장로,마장로35길 46,축산물,0,2010-03-08,,비외식소매,185,4. 장기/쇠퇴기
B23694E88A,남양**,마장동,마장로,마장로37길 40,축산물,0,2000-02-03,,비외식소매,306,4. 장기/쇠퇴기
A8709C1FC5,우성****,마장동,마장로,마장로37길 40,축산물,0,2009-06-26,,비외식소매,194,4. 장기/쇠퇴기
9313D39511,한미**,마장동,마장로,마장로37길 43,농산물,0,2016-07-22,,비외식소매,109,4. 장기/쇠퇴기
BD61CF1C6B,신우**,마장동,마장로,마장로37길 43,축산물,0,2010-08-12,,비외식소매,180,4. 장기/쇠퇴기
3A2AB3FD4F,현대**,마장동,마장로,마장로37길 43,축산물,0,2012-09-05,,비외식소매,155,4. 장기/쇠퇴기
E27BFF4C97,한미****,마장동,마장로,마장로37길 43,축산물,0,2014-05-14,,비외식소매,135,4. 장기/쇠퇴기
AAEED00881,협*,마장동,마장로,마장로37길 45,축산물,0,2013-09-10,,비외식소매,143,4. 장기/쇠퇴기
3A8F8A6B41,동강**,마장동,마장로,마장로37길 55,축산물,0,2013-07-01,,비외식소매,145,4. 장기/쇠퇴기
657E1184BB,대한**,마장동,마장로,마장로37길 59,축산물,0,2002-03-22,,비외식소매,281,4. 장기/쇠퇴기
AE9390EB40,광장**,마장동,마장로,마장로37길 59,축산물,0,2007-12-31,,비외식소매,212,4. 장기/쇠퇴기
A0BBC6838F,현대**,마장동,마장로,마장로37길 59,축산물,0,2014-10-28,,비외식소매,130,4. 장기/쇠퇴기
B4AE01B8FB,태원**,마장동,마장로,마장로37길 59,축산물,0,2014-10-29,,비외식소매,130,4. 장기/쇠퇴기
48BCC595D9,충북**,마장동,마장로,마장로39길 34,축산물,0,2011-06-14,,비외식소매,170,4. 장기/쇠퇴기
AA673185F3,일번*,한양대,마조로,마조로 19-10.,백반/가정식,0,2009-05-20,,기타,195,4. 장기/쇠퇴기
0815A0998B,장어**,한양대,마조로,마조로 19-10.,한식-해물/생선,0,2010-03-16,,식사_그룹_1,185,4. 장기/쇠퇴기
6FD96578E7,덴마******,한양대,마조로,마조로19길 23,유제품,1,2010-10-08,,비외식소매,178,4. 장기/쇠퇴기
FFD5654C3D,부대***,한양대,마조로,마조로1가길 4,한식-찌개/전골,0,2011-02-18,,식사_그룹_0,174,4. 장기/쇠퇴기
52F80BA32C,와플*********,한양대,마조로,마조로1길 28.,베이커리,1,2013-04-25,,카페/디저트,148,4. 장기/쇠퇴기
23D97A4475,양심**,오남,마조로,마조로1길 39.,백반/가정식,0,2023-09-12,,기타,23,1. 초기
6375E191B5,제육**,한양대,마조로,마조로1길 46.,치킨,1,2007-04-02,,식사_그룹_0,220,4. 장기/쇠퇴기
D5CFD2B5BF,베네********,한양대,마조로,마조로3길 7-1,피자,0,2011-08-17,,식사_그룹_0,168,4. 장기/쇠퇴기
C356A661EB,이찌*********,한양대,마조로,마조로5길 10.,호프/맥주,0,2016-03-08,,주점/유흥,113,4. 장기/쇠퇴기
86C00477EB,헤븐********,한양대,마조로,마조로5길 12.,룸살롱/단란주점,0,2010-03-10,,주점/유흥,185,4. 장기/쇠퇴기
E19118E99D,혜원****,한양대,마조로,마조로7길 15.,한식-육류/고기,0,2020-06-01,,식사_그룹_1,62,3. 성숙기
5C86E37148,아리**,한양대,마조로,마조로9길 18.,한식-단품요리일반,0,2015-09-23,,식사_그룹_0,119,4. 장기/쇠퇴기
F3C5C230B0,페리****,신금호,무수막길,무수막길 89-2,치킨,1,2002-04-16,,식사_그룹_0,280,4. 장기/쇠퇴기
D87C249A76,특우*,왕십리,무학로,무학로12길 13,한식-육류/고기,0,1997-10-06,,식사_그룹_1,334,4. 장기/쇠퇴기
C87781D0BD,왕십******,왕십리,무학로,무학로2가길 2,한식-육류/고기,0,2009-07-17,,식사_그룹_1,193,4. 장기/쇠퇴기
8BFD98E420,회동****,왕십리,무학로,무학로2길 15.,한식-해물/생선,0,2015-09-10,,식사_그룹_1,119,4. 장기/쇠퇴기
98320C58CB,미친***,왕십리,무학로,무학로2길 35.,호프/맥주,1,2014-04-18,,주점/유흥,136,4. 장기/쇠퇴기
F701A56FBD,황*,왕십리,무학로,무학로2길 36.,룸살롱/단란주점,0,2013-02-15,,주점/유흥,150,4. 장기/쇠퇴기
60AF617267,시간*********,왕십리,무학로,무학로2길 36.,한식-단품요리일반,0,2009-01-08,,식사_그룹_0,199,4. 장기/쇠퇴기
349995B62A,실내**,왕십리,무학로,무학로2길 41.,포장마차,0,2015-10-28,,카페/디저트,118,4. 장기/쇠퇴기
5746FB77CC,둘둘**,왕십리,무학로,무학로2길 45.,치킨,1,1999-01-16,,식사_그룹_0,319,4. 장기/쇠퇴기
346EB91DC6,갈매*****,왕십리,무학로,무학로2나길 1,한식-육류/고기,0,2008-02-19,,식사_그룹_1,210,4. 장기/쇠퇴기
894B24DE7E,마산***,왕십리,무학로,무학로6길 18.,한식-해물/생선,0,2016-09-19,,식사_그룹_1,107,4. 장기/쇠퇴기
2E5E8F46A2,커피****************,왕십리,무학로,무학로6길 26.,커피전문점,0,2016-07-08,,카페/디저트,109,4. 장기/쇠퇴기
A92168F09C,열혈**,왕십리,무학로,무학로6길 36.,분식,1,2015-02-02,,식사_그룹_2,126,4. 장기/쇠퇴기
4E5DEDBDDC,바리*******,왕십리,무학로,무학로6길 50.,커피전문점,0,2009-09-04,,카페/디저트,191,4. 장기/쇠퇴기
C1C2E714D4,친구**,왕십리,무학로,무학로6길 50.,백반/가정식,0,2011-03-09,,기타,173,4. 장기/쇠퇴기
E530039112,리틀************************,왕십리,무학로,무학로6길 50.,동남아/인도음식,0,2013-01-10,,기타,151,4. 장기/쇠퇴기
80652DABB6,종가**,왕십리,무학봉,무학봉15길 20,떡/한과 제조,0,2008-07-11,,비외식소매,205,4. 장기/쇠퇴기
4F294B4053,페리**,왕십리,무학봉,무학봉15길 23,치킨,1,2008-01-14,,식사_그룹_0,211,4. 장기/쇠퇴기
7AA4E7D85E,무학**,왕십리,무학봉,무학봉15길 25,청과물,0,2010-07-22,,비외식소매,181,4. 장기/쇠퇴기
B0A495C967,교촌*********,왕십리,무학봉,무학봉15길 8.,치킨,1,2012-11-29,,식사_그룹_0,153,4. 장기/쇠퇴기
B1EF04652A,명*,왕십리,무학봉,무학봉16길 1.,한식-육류/고기,0,2014-05-14,,식사_그룹_1,135,4. 장기/쇠퇴기
ECFD290D4E,한우***,왕십리,무학봉,무학봉16길 11,축산물,0,1999-09-22,,비외식소매,311,4. 장기/쇠퇴기
C537E1C417,섬김**,왕십리,무학봉,무학봉16길 24,떡/한과 제조,0,2009-07-01,,비외식소매,193,4. 장기/쇠퇴기
84590CFA26,요거**************,왕십리,무학봉,무학봉16길 28,아이스크림/빙수,0,2023-06-29,,카페/디저트,26,2. 성장기(죽음의계곡)
D58C9C52D1,호야****,왕십리,무학봉,무학봉26길 9.,한식-육류/고기,0,2016-06-16,,식사_그룹_1,110,4. 장기/쇠퇴기
1C943E0E39,우리***,왕십리,무학봉길,무학봉길 58-1,축산물,0,2008-07-31,,비외식소매,205,4. 장기/쇠퇴기
151C15F277,할매**,한양대,사근동,사근동11길 3.,한식-육류/고기,0,2017-01-18,,식사_그룹_1,103,4. 장기/쇠퇴기
63135A8618,복고*********,한양대,사근동,사근동12길 4.,커피전문점,1,2005-06-10,,카페/디저트,242,4. 장기/쇠퇴기
77B5670808,앨*,한양대,사근동,사근동12길 8.,카페,0,2016-06-29,,카페/디저트,110,4. 장기/쇠퇴기
3291FF9C92,아트***,마장동,살곶이길,살곶이길 150.,식료품,0,2020-06-11,,비외식소매,62,3. 성숙기
D3E9FFD90F,카페**,마장동,살곶이길,살곶이길 152.,카페,0,2015-03-09,,카페/디저트,125,4. 장기/쇠퇴기
0C8815C811,변산******,마장동,살곶이길,살곶이길 18 .,한식-육류/고기,0,2023-09-18,,식사_그룹_1,23,1. 초기
F1D42A1E4A,커농**,한양대,살곶이길,살곶이길 346.,카페,0,2014-10-08,,카페/디저트,130,4. 장기/쇠퇴기
0B0F5967E0,제주******,뚝섬,상원,상원10길 4-1.,백반/가정식,0,2016-05-16,,기타,111,4. 장기/쇠퇴기
CDDFB5390C,숙도**,뚝섬,상원,상원10길 8-1.,반찬,1,2015-10-30,,비외식소매,118,4. 장기/쇠퇴기
98C81699B7,잇쇼*,뚝섬,상원,상원10길 8-1.,일식-초밥/롤,0,2014-02-19,,식사_그룹_1,138,4. 장기/쇠퇴기
E6AD1272C7,비비*,뚝섬,상원,상원10나길 23,치킨,1,2006-06-26,,식사_그룹_0,230,4. 장기/쇠퇴기
9F5EE1AC15,킴스**,뚝섬,상원,상원10다길 10,치킨,0,2001-05-23,,식사_그룹_0,291,4. 장기/쇠퇴기
DB4CA4D632,목로**,뚝섬,서울숲,서울숲2길 47.,카페,0,2020-01-14,,카페/디저트,67,3. 성숙기
1CE1551AF3,브릴*,뚝섬,서울숲,서울숲6길 14.,와인바,0,2021-04-30,,주점/유흥,52,3. 성숙기
82917C822C,맛집***,성수,성덕정,성덕정15길 2.,한식-단품요리일반,0,2012-10-11,,식사_그룹_0,154,4. 장기/쇠퇴기
208B37B8E4,대성*,성수,성덕정,성덕정15길 3.,백반/가정식,0,2009-02-16,,기타,198,4. 장기/쇠퇴기
7416E78F80,미정******,성수,성덕정,성덕정15길 8.,한식-해물/생선,0,2015-06-10,,식사_그룹_1,122,4. 장기/쇠퇴기
8EAFB1D483,둘둘**,성수,성덕정,성덕정17길 1.,치킨,1,2016-05-20,,식사_그룹_0,111,4. 장기/쇠퇴기
AA5A44BFF2,신성****,성수,성덕정,성덕정17길 1.,한식-육류/고기,0,2013-09-03,,식사_그룹_1,143,4. 장기/쇠퇴기
7E5AA284CE,동신**,성수,성덕정,성덕정17길 11,백반/가정식,0,2013-05-31,,기타,147,4. 장기/쇠퇴기
2F255C75E1,장수**,성수,성덕정,성덕정3길 12.,한식-국밥/설렁탕,0,2009-01-02,,식사_그룹_0,199,4. 장기/쇠퇴기
781D674024,성수**,성수,성덕정길,성덕정길 102.,백반/가정식,0,2007-07-19,,기타,217,4. 장기/쇠퇴기
1DFD18A8D0,맛닭*******,성수,성덕정길,성덕정길 109.,치킨,1,2016-05-18,,식사_그룹_0,111,4. 장기/쇠퇴기
4CFC31C924,한낮***,성수,성덕정길,성덕정길 109.,와인샵,0,2021-02-08,,주점/유흥,54,3. 성숙기
6ED6AC9EAE,대한**,성수,성덕정길,성덕정길 120.,한식-냉면,0,2020-08-13,,식사_그룹_0,60,3. 성숙기
6FA8198679,죠스***************,성수,성덕정길,성덕정길 120.,아이스크림/빙수,0,2020-06-18,,카페/디저트,62,3. 성숙기
1A7712195D,삼삼*****,성수,성덕정길,성덕정길 122.,한식-육류/고기,1,2004-08-16,,식사_그룹_1,252,4. 장기/쇠퇴기
45B5488EF8,라일*,성수,성덕정길,성덕정길 128.,요리주점,0,2016-10-04,,주점/유흥,106,4. 장기/쇠퇴기
9F081EE339,딤*,성수,성덕정길,성덕정길 133.,호프/맥주,0,2004-09-16,,주점/유흥,251,4. 장기/쇠퇴기
408A79D8E5,꽃돼*,성수,성덕정길,성덕정길 142.,한식-육류/고기,0,2014-04-22,,식사_그룹_1,136,4. 장기/쇠퇴기
91674C873A,악*,성수,성덕정길,성덕정길 150.,한식-단품요리일반,0,2019-02-28,,식사_그룹_0,78,3. 성숙기
CA4D5857BC,매머************,성수,성수이로,성수이로 108.,커피전문점,0,2015-08-17,,카페/디저트,120,4. 장기/쇠퇴기
D3B91AFDFF,전통*****,성수,성수이로,성수이로 108.,한식-국밥/설렁탕,0,2014-06-25,,식사_그룹_0,134,4. 장기/쇠퇴기
9DE5AC9FFD,빽다**********,성수,성수이로,성수이로 113.,커피전문점,1,2020-04-07,,카페/디저트,64,3. 성숙기
0D87E5D527,롯데*******,성수,성수이로,성수이로 118.,햄버거,1,2017-12-29,,식사_그룹_2,92,3. 성숙기
16F5C2A5B3,이디**********,성수,성수이로,성수이로 118.,커피전문점,1,2010-10-15,,카페/디저트,178,4. 장기/쇠퇴기
88187168C9,제주**,성수,성수이로,성수이로 118.,한식-국수/만두,0,2008-05-09,,식사_그룹_0,207,4. 장기/쇠퇴기
13DF93045E,원산**,성수,성수이로,성수이로 118.,한식-육류/고기,0,2014-08-29,,식사_그룹_1,132,4. 장기/쇠퇴기
385823BD41,담미*,성수,성수이로,성수이로 118.,한식-단품요리일반,0,2016-03-23,,식사_그룹_0,113,4. 장기/쇠퇴기
A4554B2296,라온***,성수,성수이로,성수이로 119.,한식-육류/고기,0,2016-08-30,,식사_그룹_1,108,4. 장기/쇠퇴기
4E6576A551,도*,성수,성수이로,성수이로 126.,일식당,0,2021-08-03,,식사_그룹_1,48,2. 성장기(죽음의계곡)
C7B69482A3,스텀********,성수,성수이로,성수이로 147.,카페,0,2012-09-27,,카페/디저트,155,4. 장기/쇠퇴기
F9F46CA809,돈랑**,성수,성수이로,성수이로 32-1,식료품,0,2011-09-15,,비외식소매,167,4. 장기/쇠퇴기
6E89CF4713,니드**,송정,송정,송정12나길 20,한식-단품요리일반,0,2020-10-20,,식사_그룹_0,58,3. 성숙기
EABC01A262,쭈꾸***,성수,아차산로,아차산로 110.,한식-단품요리일반,0,2016-01-14,,식사_그룹_0,115,4. 장기/쇠퇴기
DD91730DEC,전통*****,성수,아차산로,아차산로 116.,요리주점,0,2016-03-23,,주점/유흥,113,4. 장기/쇠퇴기
11B32F0E92,원*,성수,아차산로,아차산로 116.,호프/맥주,0,2011-07-04,,주점/유흥,169,4. 장기/쇠퇴기
294C67ABA5,우야*,성수,아차산로,아차산로 116.,한식-단품요리일반,0,2008-09-08,,식사_그룹_0,203,4. 장기/쇠퇴기
D89DEC9B29,맘스*******,성수,아차산로,아차산로 122.,햄버거,1,2021-03-12,,식사_그룹_2,53,3. 성숙기
11E4EE3E27,업.************,성수,연무장,연무장13길 3.,한식-단품요리일반,0,2018-01-09,,식사_그룹_0,91,3. 성숙기
B0177B88BD,행운**,성수,연무장,연무장13길 5.,한식뷔페,0,2016-08-25,,식사_그룹_0,108,4. 장기/쇠퇴기
1D3FAC9886,제이***,성수,연무장,연무장7길 12.,요리주점,0,2013-08-29,,주점/유흥,144,4. 장기/쇠퇴기
4281813D4D,돼지*,성수,연무장,연무장7길 12.,한식-육류/고기,0,1999-03-09,,식사_그룹_1,317,4. 장기/쇠퇴기
F666E3264F,유진**,성수,연무장,연무장7길 16.,일식당,1,2010-04-21,,식사_그룹_1,184,4. 장기/쇠퇴기
3298DAD0FE,웰컴***,성수,연무장,연무장7길 16.,중식당,0,2014-07-02,,식사_그룹_0,133,4. 장기/쇠퇴기
B1640E51DF,여기****,성수,연무장길,연무장길 119.,한식-단품요리일반,0,2016-08-17,,식사_그룹_0,108,4. 장기/쇠퇴기
310CE87EE4,요리*,성수,연무장길,연무장길 120.,중식당,0,2009-12-31,,식사_그룹_0,188,4. 장기/쇠퇴기
57E5E99129,우리***,성수,연무장길,연무장길 17-1,농산물,0,2012-12-27,,비외식소매,152,4. 장기/쇠퇴기
F653A2F32F,봄의******,성수,연무장길,연무장길 81 .,양식,0,2020-05-11,,식사_그룹_1,63,3. 성숙기
1F01798D03,리김*******,뚝섬,왕십리로,왕십리로 100.,분식,1,2019-04-17,2025-08-14,식사_그룹_2,76,3. 성숙기
C3E5582C1B,빨강**,한양대,왕십리로,왕십리로 211.,분식,0,2012-11-20,,식사_그룹_2,153,4. 장기/쇠퇴기
03803D77FE,엄마*,한양대,왕십리로,왕십리로 213.,백반/가정식,0,2015-06-12,,기타,122,4. 장기/쇠퇴기
6EFA1D03C5,본초***,한양대,왕십리로,왕십리로 215.,일식-덮밥/돈가스,0,2013-03-19,,식사_그룹_2,149,4. 장기/쇠퇴기
43B9C1697C,카페*,한양대,왕십리로,왕십리로 222.,카페,0,2015-08-13,,카페/디저트,120,4. 장기/쇠퇴기
7439039EF1,나인***********,왕십리,왕십리로,왕십리로 285.,카페,0,2012-10-30,,카페/디저트,154,4. 장기/쇠퇴기
F67809447B,똥파*,왕십리,왕십리로,왕십리로 327.,요리주점,0,2006-11-30,,주점/유흥,225,4. 장기/쇠퇴기
D0ACBE7CA2,재래**,왕십리,왕십리로,왕십리로 329.,농산물,0,2022-10-04,,비외식소매,34,2. 성장기(죽음의계곡)
D8C7681945,본죽*****,왕십리,왕십리로,왕십리로 330.,한식-죽,1,2014-10-15,,식사_그룹_2,130,4. 장기/쇠퇴기
4DAE33EA04,경희****,왕십리,왕십리로,왕십리로 336.,건강식품,0,2013-04-01,,비외식소매,148,4. 장기/쇠퇴기
2541119B6A,백남********,왕십리,왕십리로,왕십리로 340.,한식-단품요리일반,0,2019-08-13,,식사_그룹_0,72,3. 성숙기
AC58EEAF8F,피자********,왕십리,왕십리로,왕십리로 357.,피자,1,2015-02-04,,식사_그룹_0,126,4. 장기/쇠퇴기
E822E1A8E9,마시***,왕십리,왕십리로,왕십리로 362.,호프/맥주,0,2012-10-25,,주점/유흥,154,4. 장기/쇠퇴기
17FCA23DD7,카페****,왕십리,왕십리로,왕십리로 410.,카페,0,2014-01-10,,카페/디저트,139,4. 장기/쇠퇴기
2D42F25855,희유****,왕십리,왕십리로,왕십리로 410.,탕후루,0,2023-08-29,,카페/디저트,24,1. 초기
5B15CE4AD1,신의******,왕십리,왕십리로,왕십리로 410.,한식-육류/고기,1,2018-11-14,,식사_그룹_1,81,3. 성숙기
FBC1A0EE75,카츠*,왕십리,왕십리로,왕십리로 410.,일식-덮밥/돈가스,0,2017-03-08,,식사_그룹_2,101,4. 장기/쇠퇴기
66CF03A8B9,헬키*******,왕십리,왕십리로,왕십리로 410.,한식-단품요리일반,0,2023-11-03,,식사_그룹_0,21,1. 초기
8894E49C2B,장수*****,뚝섬,왕십리로,왕십리로4길 1,한식-육류/고기,0,2002-05-06,,식사_그룹_1,279,4. 장기/쇠퇴기
BDF140D87B,이천***,답십리,용답,용답15길 10-1,미곡상,0,2008-02-18,,비외식소매,210,4. 장기/쇠퇴기
022FF198C7,후루***,답십리,용답,용답19길 16-1,한식-국수/만두,0,2010-04-09,,식사_그룹_0,184,4. 장기/쇠퇴기
D140A43C4D,금성**,답십리,용답,용답25길 6-11,농산물,0,2015-01-19,,비외식소매,127,4. 장기/쇠퇴기
8452B8C46E,부흥**,답십리,용답,용답25라길 23,농산물,0,2007-03-21,,비외식소매,221,4. 장기/쇠퇴기
515A6733F3,행복**********,답십리,용답,용답25라길 23,축산물,0,2009-09-04,,비외식소매,191,4. 장기/쇠퇴기
622D27CE49,대광**,답십리,용답중앙길,용답중앙길 12,미곡상,0,2005-04-11,,비외식소매,244,4. 장기/쇠퇴기
C42A4207F3,충북**,답십리,용답중앙길,용답중앙길 67,농산물,0,2011-06-08,,비외식소매,170,4. 장기/쇠퇴기
56DDDE972B,오늘**,답십리,용답중앙길,용답중앙길 72,농산물,0,2017-07-17,,비외식소매,97,3. 성숙기
CA4136E334,와이************,장한평자동차,천호대로,천호대로 440.,건강식품,0,2022-10-21,,비외식소매,34,2. 성장기(죽음의계곡)
74CE634D25,여러***,마장동,청계천로,청계천로 426.,포장마차,0,2014-09-17,,카페/디저트,131,4. 장기/쇠퇴기
216431492C,Mr*****,마장동,청계천로,청계천로 494.,한식-육류/고기,0,2013-09-16,,식사_그룹_1,143,4. 장기/쇠퇴기
3C4FAA53F0,제주****,옥수,한림말,한림말1길 13.,한식-육류/고기,0,2010-09-06,,식사_그룹_1,179,4. 장기/쇠퇴기
C534CA7692,오늘******,옥수,한림말,한림말1길 16.,한식-육류/고기,0,2014-05-14,,식사_그룹_1,135,4. 장기/쇠퇴기
BE8BE0B9CF,오솜**,옥수,한림말,한림말3길 10.,카페,0,2021-06-23,2025-07-30,카페/디저트,50,3. 성숙기
645C99961F,더 ******,옥수,한림말,한림말3길 29.,한식-단품요리일반,0,2015-08-27,,식사_그룹_0,120,4. 장기/쇠퇴기
A43C78D6AE,개미**,옥수,한림말,한림말3길 31.,백반/가정식,0,2015-05-11,,기타,123,4. 장기/쇠퇴기
14575F7112,둘둘**,옥수,한림말,한림말5길 11.,치킨,1,2014-10-23,,식사_그룹_0,130,4. 장기/쇠퇴기
58C2DD4547,빈플**,옥수,한림말,한림말5길 19.,카페,0,2014-03-03,,카페/디저트,137,4. 장기/쇠퇴기
1B1710772B,DA********,옥수,한림말길,한림말길 31 .,베이커리,0,2012-05-21,,카페/디저트,159,4. 장기/쇠퇴기
69BE861BE9,코스*,왕십리,행당로,행당로 125-3.,호프/맥주,0,2001-02-16,,주점/유흥,294,4. 장기/쇠퇴기
0AAC5CC72A,광동*******,왕십리,행당로,행당로 127-1.,수산물,1,2013-12-31,,비외식소매,140,4. 장기/쇠퇴기
167123A24F,꼬랑**,왕십리,행당로,행당로17길 11,치킨,0,2001-07-06,,식사_그룹_0,289,4. 장기/쇠퇴기
02A5043FF7,왕십*****,왕십리,행당로,행당로17길 13,한식-육류/고기,0,2003-06-23,,식사_그룹_1,266,4. 장기/쇠퇴기
E434888409,먹거****,왕십리,행당로,행당로17길 16,포장마차,0,2007-06-18,,카페/디저트,218,4. 장기/쇠퇴기
0DF01FA34B,행당****,왕십리,행당로,행당로17길 18,한식-육류/고기,0,1999-01-27,,식사_그룹_1,319,4. 장기/쇠퇴기
EE564B1E57,푸줏*****,왕십리,행당로,행당로17길 24,한식-육류/고기,0,2001-06-05,,식사_그룹_1,290,4. 장기/쇠퇴기
3AA1678CDE,왕십*****,왕십리,행당로,행당로17길 7.,한식-육류/고기,0,2010-06-21,,식사_그룹_1,182,4. 장기/쇠퇴기
FA17812673,왕손***,행당,행당로,행당로8길 13.,백반/가정식,0,2013-06-24,,기타,146,4. 장기/쇠퇴기
2FC6C4F505,늘푸****,행당,행당로,행당로8길 5-1,건강원,0,1998-12-08,,비외식소매,320,4. 장기/쇠퇴기
D822E86B3D,함흥***,금남시장,금호로,금호로  82-1,한식-단품요리일반,0,2012-06-26,,식사_그룹_0,158,4. 장기/쇠퇴기
EE23179B26,노*,신금호,금호산길,금호산길  58,일식당,0,2012-09-04,,식사_그룹_1,155,4. 장기/쇠퇴기
3C92DED4C1,신의*****,옥수,독서당로,독서당로40길,한식-육류/고기,1,2012-10-10,,식사_그룹_1,154,4. 장기/쇠퇴기
1095E71AA8,대용**,마장동,마장로,마장로35다길,축산물,0,2011-11-01,,비외식소매,165,4. 장기/쇠퇴기
21373CB273,김종***,뚝섬,상원,상원10길  16,카페,0,2012-01-06,,카페/디저트,163,4. 장기/쇠퇴기
9845793AAE,짬뽕**,성수,성수이로,성수이로  54,중식당,1,2012-03-23,,식사_그룹_0,161,4. 장기/쇠퇴기
543C4A9834,을지******,성수,아차산로,아차산로  87,백반/가정식,1,2012-07-11,,기타,157,4. 장기/쇠퇴기
3EB675E82D,혜성**,성수,연무장길,연무장길  45,분식,0,2012-01-05,,식사_그룹_2,163,4. 장기/쇠퇴기
1F0AADBBB8,채선*,왕십리,왕십리로,왕십리로  38,일식-샤브샤브,1,2012-05-24,,식사_그룹_1,159,4. 장기/쇠퇴기
0DABCC3BB8,엄마**,금남시장,장터길,장터길  22-1,백반/가정식,0,2009-03-11,,기타,197,4. 장기/쇠퇴기
9952AAC240,파리***********,옥수,한림말,한림말3길  2,베이커리,1,2011-11-15,,카페/디저트,165,4. 장기/쇠퇴기
A973A20431,더코***,옥수,한림말,한림말3길  8,양식,0,2012-05-18,,식사_그룹_1,159,4. 장기/쇠퇴기
37FEBDD1C1,조은**,마장동,고산자로,고산자로 337-1,호프/맥주,0,2007-02-27,,주점/유흥,222,4. 장기/쇠퇴기
E04BA9BDD4,축산***,왕십리,고산자로,고산자로2길 4.,축산물,0,2002-09-13,,비외식소매,275,4. 장기/쇠퇴기
A0CE4F5DE8,라인******,왕십리,고산자로,고산자로6길 40,식료품,0,2017-02-13,,비외식소매,102,4. 장기/쇠퇴기
453BD22A9C,부자**,왕십리,고산자로,고산자로8길 18,백반/가정식,0,2010-05-19,,기타,183,4. 장기/쇠퇴기
A882497D4A,포레******************,뚝섬,광나루로,광나루로 130 .,식품 제조,0,2020-01-02,,기타,67,3. 성숙기
2257171AD9,석천*******,뚝섬,광나루로,광나루로11길 3,한식-국밥/설렁탕,0,2016-05-13,,식사_그룹_0,111,4. 장기/쇠퇴기
33E9701118,희*,금남시장,금호산,금호산2길 30-1,한식-단품요리일반,0,2010-10-06,,식사_그룹_0,178,4. 장기/쇠퇴기
EE27570A61,먹깨****,신금호,금호산길,금호산길 49-1.,한식-단품요리일반,0,2019-08-14,,식사_그룹_0,72,3. 성숙기
D827FBA72F,채원******,신금호,금호산길,금호산길 53-1.,한식-감자탕,0,2016-10-31,,식사_그룹_0,106,4. 장기/쇠퇴기
018DD7E495,동원*,금남시장,독서당로,독서당로 296-8,중식당,0,2015-06-08,,식사_그룹_0,122,4. 장기/쇠퇴기
68EF8A24E8,왕칼**,금남시장,독서당로,독서당로 303-6,한식-국수/만두,0,2010-04-23,,식사_그룹_0,184,4. 장기/쇠퇴기
B7BB25BF59,지연****,금남시장,독서당로,독서당로 307-1,룸살롱/단란주점,0,2003-01-13,,주점/유흥,271,4. 장기/쇠퇴기
ACC0BA1B1B,육*,성수,뚝섬로,뚝섬로 385-32.,한식-육류/고기,0,2013-09-05,,식사_그룹_1,143,4. 장기/쇠퇴기
34F9A062DD,명태*,성수,뚝섬로,뚝섬로 385-32.,한식-해물/생선,0,2015-09-08,,식사_그룹_1,119,4. 장기/쇠퇴기
378316C068,체*,왕십리,마장로,마장로 228-18.,호프/맥주,0,2015-11-06,,주점/유흥,117,4. 장기/쇠퇴기
1B2F00A1CC,다*,왕십리,마장로,마장로 228-24.,중식당,0,2008-07-04,,식사_그룹_0,205,4. 장기/쇠퇴기
C6078C61EF,대촌*,마장동,마장로,마장로23길 4 .,한식-육류/고기,0,2002-04-24,,식사_그룹_1,280,4. 장기/쇠퇴기
FA6BD5D16F,왕십****,왕십리,마장로,마장로26길 16.,한식-찌개/전골,0,2014-08-28,,식사_그룹_0,132,4. 장기/쇠퇴기
DDAA9A9275,용두**,왕십리,마장로,마장로27길 11.,축산물,0,2016-08-12,,비외식소매,108,4. 장기/쇠퇴기
FE0080F280,궁중**,마장동,마장로,마장로29길 40.,한식-육류/고기,0,2014-07-30,,식사_그룹_1,133,4. 장기/쇠퇴기
AD22A7162D,임하**,마장동,마장로,마장로31가길 6,축산물,0,2005-09-20,,비외식소매,239,4. 장기/쇠퇴기
34202B73D6,경지**,마장동,마장로,마장로31길 34.,축산물,0,2014-01-24,,비외식소매,139,4. 장기/쇠퇴기
B6EC787096,대광**,마장동,마장로,마장로31길 40.,축산물,0,2011-10-26,,비외식소매,166,4. 장기/쇠퇴기
C710E8B62F,청운**,마장동,마장로,마장로31길 40.,축산물,0,2015-01-26,,비외식소매,127,4. 장기/쇠퇴기
3C9CFC0B9F,삼보**,마장동,마장로,마장로31길 44.,축산물,0,2015-12-22,,비외식소매,116,4. 장기/쇠퇴기
66E5115662,순창**,마장동,마장로,마장로31길 48.,축산물,0,2007-10-18,,비외식소매,214,4. 장기/쇠퇴기
08108678CB,대한**,마장동,마장로,마장로35길 66.,축산물,0,2014-09-03,,비외식소매,131,4. 장기/쇠퇴기
